"","asd_desc","agg_level_desc","year","crop","info","class_desc","domain_desc","unit_desc","commodity_desc","value"
"1","","NATIONAL",1975,"BARLEY ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",NA
"2","","NATIONAL",1975,"BARLEY ","PRICE RECEIVED, MEASURED IN $ / BU","ALL CLASSES","TOTAL","$ / BU","BARLEY",2.42
"3","","NATIONAL",1975,"BARLEY ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",44
"4","","NATIONAL",1975,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY EDIBLE, (EXCL CHICKPEAS)","TOTAL","$ / CWT","BEANS",20.1
"5","","NATIONAL",1975,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",NA
"6","","NATIONAL",1975,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",1190
"7","","NATIONAL",1975,"CORN, GRAIN ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",NA
"8","","NATIONAL",1975,"CORN, GRAIN ","PRICE RECEIVED, MEASURED IN $ / BU","ALL CLASSES","TOTAL","$ / BU","CORN",2.54
"9","","NATIONAL",1975,"CORN, GRAIN ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","CORN",86.4
"10","","NATIONAL",1975,"CORN, SILAGE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",NA
"11","","NATIONAL",1975,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","CORN",11.8
"12","","NATIONAL",1975,"COTTON ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","COTTON",NA
"13","","NATIONAL",1975,"COTTON ","PRICE RECEIVED, MEASURED IN $ / LB","ALL CLASSES","TOTAL","$ / LB","COTTON",0.513
"14","","NATIONAL",1975,"COTTON ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","COTTON",453
"15","","NATIONAL",1975,"COTTON, COTTONSEED ","PRICE RECEIVED, MEASURED IN $ / TON","COTTONSEED","TOTAL","$ / TON","COTTON",97
"16","","NATIONAL",1975,"COTTON, PIMA ","ACRES HARVESTED","PIMA","TOTAL","ACRES","COTTON",65900
"17","","NATIONAL",1975,"COTTON, PIMA ","PRICE RECEIVED, MEASURED IN $ / LB","PIMA","TOTAL","$ / LB","COTTON",0.789
"18","","NATIONAL",1975,"COTTON, PIMA ","YIELD, MEASURED IN LB / ACRE","PIMA","TOTAL","LB / ACRE","COTTON",397
"19","","NATIONAL",1975,"COTTON, UPLAND ","ACRES HARVESTED","UPLAND","TOTAL","ACRES","COTTON",NA
"20","","NATIONAL",1975,"COTTON, UPLAND ","PRICE RECEIVED, MEASURED IN $ / LB","UPLAND","TOTAL","$ / LB","COTTON",0.511
"21","","NATIONAL",1975,"COTTON, UPLAND ","YIELD, MEASURED IN LB / ACRE","UPLAND","TOTAL","LB / ACRE","COTTON",453
"22","","NATIONAL",1975,"FLAXSEED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","FLAXSEED",NA
"23","","NATIONAL",1975,"FLAXSEED ","PRICE RECEIVED, MEASURED IN $ / BU","ALL CLASSES","TOTAL","$ / BU","FLAXSEED",6.57
"24","","NATIONAL",1975,"FLAXSEED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","FLAXSEED",10.3
"25","","NATIONAL",1975,"HAY, (EXCL ALFALFA) ","ACRES HARVESTED","(EXCL ALFALFA)","TOTAL","ACRES","HAY",NA
"26","","NATIONAL",1975,"HAY, (EXCL ALFALFA) ","YIELD, MEASURED IN TONS / ACRE","(EXCL ALFALFA)","TOTAL","TONS / ACRE","HAY",1.59
"27","","NATIONAL",1975,"HAY, ALFALFA ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAY",NA
"28","","NATIONAL",1975,"HAY, ALFALFA ","YIELD, MEASURED IN TONS / ACRE","ALFALFA","TOTAL","TONS / ACRE","HAY",2.87
"29","","NATIONAL",1975,"HAY ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","HAY",NA
"30","","NATIONAL",1975,"HAY ","PRICE RECEIVED, MEASURED IN $ / TON","ALL CLASSES","TOTAL","$ / TON","HAY",52.1
"31","","NATIONAL",1975,"HAY ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","HAY",2.16
"32","","NATIONAL",1975,"HOPS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","HOPS",32100
"33","","NATIONAL",1975,"HOPS ","PRICE RECEIVED, MEASURED IN $ / LB","ALL CLASSES","TOTAL","$ / LB","HOPS",0.83
"34","","NATIONAL",1975,"HOPS ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","HOPS",1742
"35","","NATIONAL",1975,"MINT, PEPPERMINT, OIL ","ACRES HARVESTED","PEPPERMINT","TOTAL","ACRES","MINT",68100
"36","","NATIONAL",1975,"MINT, PEPPERMINT, OIL ","PRICE RECEIVED, MEASURED IN $ / LB","PEPPERMINT","TOTAL","$ / LB","MINT",12.6
"37","","NATIONAL",1975,"MINT, PEPPERMINT, OIL ","YIELD, MEASURED IN LB / ACRE","PEPPERMINT","TOTAL","LB / ACRE","MINT",55
"38","","NATIONAL",1975,"MINT, SPEARMINT, OIL ","ACRES HARVESTED","SPEARMINT","TOTAL","ACRES","MINT",28000
"39","","NATIONAL",1975,"MINT, SPEARMINT, OIL ","PRICE RECEIVED, MEASURED IN $ / LB","SPEARMINT","TOTAL","$ / LB","MINT",10.4
"40","","NATIONAL",1975,"MINT, SPEARMINT, OIL ","YIELD, MEASURED IN LB / ACRE","SPEARMINT","TOTAL","LB / ACRE","MINT",64
"41","","NATIONAL",1975,"OATS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","OATS",NA
"42","","NATIONAL",1975,"OATS ","PRICE RECEIVED, MEASURED IN $ / BU","ALL CLASSES","TOTAL","$ / BU","OATS",1.45
"43","","NATIONAL",1975,"OATS ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","OATS",49
"44","","NATIONAL",1975,"PEANUTS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","PEANUTS",NA
"45","","NATIONAL",1975,"PEANUTS ","PRICE RECEIVED, MEASURED IN $ / LB","ALL CLASSES","TOTAL","$ / LB","PEANUTS",0.196
"46","","NATIONAL",1975,"PEANUTS ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","PEANUTS",2564
"47","","NATIONAL",1975,"PEAS, DRY EDIBLE ","ACRES HARVESTED","DRY EDIBLE","TOTAL","ACRES","PEAS",188500
"48","","NATIONAL",1975,"PEAS, DRY EDIBLE ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY EDIBLE","TOTAL","$ / CWT","PEAS",7.83
"49","","NATIONAL",1975,"PEAS, DRY EDIBLE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE","TOTAL","LB / ACRE","PEAS",1449
"50","","NATIONAL",1975,"PEAS, WRINKLED SEED ","PRICE RECEIVED, MEASURED IN $ / CWT","WRINKLED SEED","TOTAL","$ / CWT","PEAS",12.5
"51","","NATIONAL",1975,"RICE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","RICE",NA
"52","","NATIONAL",1975,"RICE ","PRICE RECEIVED, MEASURED IN $ / CWT","ALL CLASSES","TOTAL","$ / CWT","RICE",8.35
"53","","NATIONAL",1975,"RICE ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","RICE",4558
"54","","NATIONAL",1975,"RICE, LONG GRAIN ","ACRES HARVESTED","LONG GRAIN","TOTAL","ACRES","RICE",NA
"55","","NATIONAL",1975,"RICE, LONG GRAIN ","YIELD, MEASURED IN LB / ACRE","LONG GRAIN","TOTAL","LB / ACRE","RICE",4376
"56","","NATIONAL",1975,"RICE, MEDIUM GRAIN ","ACRES HARVESTED","MEDIUM GRAIN","TOTAL","ACRES","RICE",NA
"57","","NATIONAL",1975,"RICE, MEDIUM GRAIN ","YIELD, MEASURED IN LB / ACRE","MEDIUM GRAIN","TOTAL","LB / ACRE","RICE",4579
"58","","NATIONAL",1975,"RICE, SHORT GRAIN ","ACRES HARVESTED","SHORT GRAIN","TOTAL","ACRES","RICE",223500
"59","","NATIONAL",1975,"RICE, SHORT GRAIN ","YIELD, MEASURED IN LB / ACRE","SHORT GRAIN","TOTAL","LB / ACRE","RICE",5633
"60","","NATIONAL",1975,"RYE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","RYE",728000
"61","","NATIONAL",1975,"RYE ","PRICE RECEIVED, MEASURED IN $ / BU","ALL CLASSES","TOTAL","$ / BU","RYE",2.36
"62","","NATIONAL",1975,"RYE ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","RYE",21.9
"63","","NATIONAL",1975,"SORGHUM, GRAIN ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","SORGHUM",NA
"64","","NATIONAL",1975,"SORGHUM, GRAIN ","PRICE RECEIVED, MEASURED IN $ / CWT","ALL CLASSES","TOTAL","$ / CWT","SORGHUM",4.21
"65","","NATIONAL",1975,"SORGHUM, GRAIN ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","SORGHUM",49
"66","","NATIONAL",1975,"SORGHUM, SILAGE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","SORGHUM",763000
"67","","NATIONAL",1975,"SORGHUM, SILAGE ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","SORGHUM",9.8
"68","","NATIONAL",1975,"SOYBEANS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","SOYBEANS",NA
"69","","NATIONAL",1975,"SOYBEANS ","PRICE RECEIVED, MEASURED IN $ / BU","ALL CLASSES","TOTAL","$ / BU","SOYBEANS",4.92
"70","","NATIONAL",1975,"SOYBEANS ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","SOYBEANS",28.9
"71","","NATIONAL",1975,"SUGARBEETS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","SUGARBEETS",NA
"72","","NATIONAL",1975,"SUGARBEETS ","PRICE RECEIVED, MEASURED IN $ / TON","ALL CLASSES","TOTAL","$ / TON","SUGARBEETS",27.6
"73","","NATIONAL",1975,"SUGARBEETS ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","SUGARBEETS",19.6
"74","","NATIONAL",1975,"SUGARCANE, SEED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","SUGARCANE",39300
"75","","NATIONAL",1975,"SUGARCANE, SEED ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","SUGARCANE",26.4
"76","","NATIONAL",1975,"SUGARCANE, SUGAR ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","SUGARCANE",734700
"77","","NATIONAL",1975,"SUGARCANE, SUGAR ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","SUGARCANE",37.2
"78","","NATIONAL",1975,"SUGARCANE, SUGAR & SEED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","SUGARCANE",774000
"79","","NATIONAL",1975,"SUGARCANE, SUGAR & SEED ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","SUGARCANE",36.6
"80","","NATIONAL",1975,"SUNFLOWER ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","SUNFLOWER",709000
"81","","NATIONAL",1975,"SUNFLOWER ","PRICE RECEIVED, MEASURED IN $ / CWT","ALL CLASSES","TOTAL","$ / CWT","SUNFLOWER",10.8
"82","","NATIONAL",1975,"SUNFLOWER ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","SUNFLOWER",1109
"83","","NATIONAL",1975,"SUNFLOWER, NON-OIL TYPE ","ACRES HARVESTED","NON-OIL TYPE","TOTAL","ACRES","SUNFLOWER",186000
"84","","NATIONAL",1975,"SUNFLOWER, NON-OIL TYPE ","PRICE RECEIVED, MEASURED IN $ / CWT","NON-OIL TYPE","TOTAL","$ / CWT","SUNFLOWER",11.8
"85","","NATIONAL",1975,"SUNFLOWER, NON-OIL TYPE ","YIELD, MEASURED IN LB / ACRE","NON-OIL TYPE","TOTAL","LB / ACRE","SUNFLOWER",1086
"86","","NATIONAL",1975,"SUNFLOWER, OIL TYPE ","ACRES HARVESTED","OIL TYPE","TOTAL","ACRES","SUNFLOWER",523000
"87","","NATIONAL",1975,"SUNFLOWER, OIL TYPE ","PRICE RECEIVED, MEASURED IN $ / CWT","OIL TYPE","TOTAL","$ / CWT","SUNFLOWER",10.5
"88","","NATIONAL",1975,"SUNFLOWER, OIL TYPE ","YIELD, MEASURED IN LB / ACRE","OIL TYPE","TOTAL","LB / ACRE","SUNFLOWER",1117
"89","","NATIONAL",1975,"TARO ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","TARO",465
"90","","NATIONAL",1975,"TARO ","PRICE RECEIVED, MEASURED IN $ / LB","ALL CLASSES","TOTAL","$ / LB","TARO",0.112
"91","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK (CLASS 3B) ","ACRES HARVESTED","AIR-CURED DARK (CLASS 3B)","TOTAL","ACRES","TOBACCO",8680
"92","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK (CLASS 3B) ","PRICE RECEIVED, MEASURED IN $ / LB","AIR-CURED DARK (CLASS 3B)","TOTAL","$ / LB","TOBACCO",0.896
"93","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK (CLASS 3B) ","YIELD, MEASURED IN LB / ACRE","AIR-CURED DARK (CLASS 3B)","TOTAL","LB / ACRE","TOBACCO",1690
"94","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK GREEN RIVER BELT (TYPE 36) ","ACRES HARVESTED","AIR-CURED DARK GREEN RIVER BELT (TYPE 36)","TOTAL","ACRES","TOBACCO",2400
"95","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK GREEN RIVER BELT (TYPE 36) ","PRICE RECEIVED, MEASURED IN $ / LB","AIR-CURED DARK GREEN RIVER BELT (TYPE 36)","TOTAL","$ / LB","TOBACCO",0.883
"96","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK GREEN RIVER BELT (TYPE 36) ","YIELD, MEASURED IN LB / ACRE","AIR-CURED DARK GREEN RIVER BELT (TYPE 36)","TOTAL","LB / ACRE","TOBACCO",1825
"97","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK ONE-SUCKER BELT (TYPE 35) ","ACRES HARVESTED","AIR-CURED DARK ONE-SUCKER BELT (TYPE 35)","TOTAL","ACRES","TOBACCO",5550
"98","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK ONE-SUCKER BELT (TYPE 35) ","PRICE RECEIVED, MEASURED IN $ / LB","AIR-CURED DARK ONE-SUCKER BELT (TYPE 35)","TOTAL","$ / LB","TOBACCO",0.905
"99","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK ONE-SUCKER BELT (TYPE 35) ","YIELD, MEASURED IN LB / ACRE","AIR-CURED DARK ONE-SUCKER BELT (TYPE 35)","TOTAL","LB / ACRE","TOBACCO",1732
"100","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK SUN-CURED BELT (TYPE 37) ","ACRES HARVESTED","AIR-CURED DARK SUN-CURED BELT (TYPE 37)","TOTAL","ACRES","TOBACCO",730
"101","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK SUN-CURED BELT (TYPE 37) ","PRICE RECEIVED, MEASURED IN $ / LB","AIR-CURED DARK SUN-CURED BELT (TYPE 37)","TOTAL","$ / LB","TOBACCO",0.855
"102","","NATIONAL",1975,"TOBACCO, AIR-CURED DARK SUN-CURED BELT (TYPE 37) ","YIELD, MEASURED IN LB / ACRE","AIR-CURED DARK SUN-CURED BELT (TYPE 37)","TOTAL","LB / ACRE","TOBACCO",930
"103","","NATIONAL",1975,"TOBACCO, AIR-CURED LIGHT (CLASS 3A) ","ACRES HARVESTED","AIR-CURED LIGHT (CLASS 3A)","TOTAL","ACRES","TOBACCO",305150
"104","","NATIONAL",1975,"TOBACCO, AIR-CURED LIGHT (CLASS 3A) ","PRICE RECEIVED, MEASURED IN $ / LB","AIR-CURED LIGHT (CLASS 3A)","TOTAL","$ / LB","TOBACCO",1.057
"105","","NATIONAL",1975,"TOBACCO, AIR-CURED LIGHT (CLASS 3A) ","YIELD, MEASURED IN LB / ACRE","AIR-CURED LIGHT (CLASS 3A)","TOTAL","LB / ACRE","TOBACCO",2166
"106","","NATIONAL",1975,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) ","ACRES HARVESTED","AIR-CURED LIGHT BURLEY (TYPE 31)","TOTAL","ACRES","TOBACCO",282150
"107","","NATIONAL",1975,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) ","PRICE RECEIVED, MEASURED IN $ / LB","AIR-CURED LIGHT BURLEY (TYPE 31)","TOTAL","$ / LB","TOBACCO",1.055
"108","","NATIONAL",1975,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) ","YIELD, MEASURED IN LB / ACRE","AIR-CURED LIGHT BURLEY (TYPE 31)","TOTAL","LB / ACRE","TOBACCO",2265
"109","","NATIONAL",1975,"TOBACCO, AIR-CURED LIGHT SOUTHERN MD BELT (TYPE 32) ","ACRES HARVESTED","AIR-CURED LIGHT SOUTHERN MD BELT (TYPE 32)","TOTAL","ACRES","TOBACCO",23000
"110","","NATIONAL",1975,"TOBACCO, AIR-CURED LIGHT SOUTHERN MD BELT (TYPE 32) ","PRICE RECEIVED, MEASURED IN $ / LB","AIR-CURED LIGHT SOUTHERN MD BELT (TYPE 32)","TOTAL","$ / LB","TOBACCO",1.09
"111","","NATIONAL",1975,"TOBACCO, AIR-CURED LIGHT SOUTHERN MD BELT (TYPE 32) ","YIELD, MEASURED IN LB / ACRE","AIR-CURED LIGHT SOUTHERN MD BELT (TYPE 32)","TOTAL","LB / ACRE","TOBACCO",955
"112","","NATIONAL",1975,"TOBACCO ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","TOBACCO",NA
"113","","NATIONAL",1975,"TOBACCO ","PRICE RECEIVED, MEASURED IN $ / LB","ALL CLASSES","TOTAL","$ / LB","TOBACCO",1.026
"114","","NATIONAL",1975,"TOBACCO ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","TOBACCO",2008
"115","","NATIONAL",1975,"TOBACCO, CIGAR BINDER (CLASS 5) ","ACRES HARVESTED","CIGAR BINDER (CLASS 5)","TOTAL","ACRES","TOBACCO",12520
"116","","NATIONAL",1975,"TOBACCO, CIGAR BINDER (CLASS 5) ","PRICE RECEIVED, MEASURED IN $ / LB","CIGAR BINDER (CLASS 5)","TOTAL","$ / LB","TOBACCO",0.769
"117","","NATIONAL",1975,"TOBACCO, CIGAR BINDER (CLASS 5) ","YIELD, MEASURED IN LB / ACRE","CIGAR BINDER (CLASS 5)","TOTAL","LB / ACRE","TOBACCO",1851
"118","","NATIONAL",1975,"TOBACCO, CIGAR BINDER CONN VALLEY (CLASS 5A) ","ACRES HARVESTED","CIGAR BINDER CONN VALLEY (CLASS 5A)","TOTAL","ACRES","TOBACCO",1520
"119","","NATIONAL",1975,"TOBACCO, CIGAR BINDER CONN VALLEY (CLASS 5A) ","PRICE RECEIVED, MEASURED IN $ / LB","CIGAR BINDER CONN VALLEY (CLASS 5A)","TOTAL","$ / LB","TOBACCO",0.927
"120","","NATIONAL",1975,"TOBACCO, CIGAR BINDER CONN VALLEY (CLASS 5A) ","YIELD, MEASURED IN LB / ACRE","CIGAR BINDER CONN VALLEY (CLASS 5A)","TOTAL","LB / ACRE","TOBACCO",1562
"121","","NATIONAL",1975,"TOBACCO, CIGAR BINDER CONN VALLEY BROADLEAF (TYPE 51) ","ACRES HARVESTED","CIGAR BINDER CONN VALLEY BROADLEAF (TYPE 51)","TOTAL","ACRES","TOBACCO",1350
"122","","NATIONAL",1975,"TOBACCO, CIGAR BINDER CONN VALLEY BROADLEAF (TYPE 51) ","PRICE RECEIVED, MEASURED IN $ / LB","CIGAR BINDER CONN VALLEY BROADLEAF (TYPE 51)","TOTAL","$ / LB","TOBACCO",0.92
"123","","NATIONAL",1975,"TOBACCO, CIGAR BINDER CONN VALLEY BROADLEAF (TYPE 51) ","YIELD, MEASURED IN LB / ACRE","CIGAR BINDER CONN VALLEY BROADLEAF (TYPE 51)","TOTAL","LB / ACRE","TOBACCO",1550
"124","","NATIONAL",1975,"TOBACCO, CIGAR BINDER CONN VALLEY HAVANA SEED (TYPE 52) ","ACRES HARVESTED","CIGAR BINDER CONN VALLEY HAVANA SEED (TYPE 52)","TOTAL","ACRES","TOBACCO",170
"125","","NATIONAL",1975,"TOBACCO, CIGAR BINDER CONN VALLEY HAVANA SEED (TYPE 52) ","PRICE RECEIVED, MEASURED IN $ / LB","CIGAR BINDER CONN VALLEY HAVANA SEED (TYPE 52)","TOTAL","$ / LB","TOBACCO",0.98
"126","","NATIONAL",1975,"TOBACCO, CIGAR BINDER CONN VALLEY HAVANA SEED (TYPE 52) ","YIELD, MEASURED IN LB / ACRE","CIGAR BINDER CONN VALLEY HAVANA SEED (TYPE 52)","TOTAL","LB / ACRE","TOBACCO",1650
"127","","NATIONAL",1975,"TOBACCO, CIGAR BINDER NORTHERN WISCONSIN (TYPE 55) ","ACRES HARVESTED","CIGAR BINDER NORTHERN WISCONSIN (TYPE 55)","TOTAL","ACRES","TOBACCO",5400
"128","","NATIONAL",1975,"TOBACCO, CIGAR BINDER NORTHERN WISCONSIN (TYPE 55) ","PRICE RECEIVED, MEASURED IN $ / LB","CIGAR BINDER NORTHERN WISCONSIN (TYPE 55)","TOTAL","$ / LB","TOBACCO",0.751
"129","","NATIONAL",1975,"TOBACCO, CIGAR BINDER NORTHERN WISCONSIN (TYPE 55) ","YIELD, MEASURED IN LB / ACRE","CIGAR BINDER NORTHERN WISCONSIN (TYPE 55)","TOTAL","LB / ACRE","TOBACCO",1835
"130","","NATIONAL",1975,"TOBACCO, CIGAR BINDER SOUTHERN WISCONSIN (TYPE 54) ","ACRES HARVESTED","CIGAR BINDER SOUTHERN WISCONSIN (TYPE 54)","TOTAL","ACRES","TOBACCO",5600
"131","","NATIONAL",1975,"TOBACCO, CIGAR BINDER SOUTHERN WISCONSIN (TYPE 54) ","PRICE RECEIVED, MEASURED IN $ / LB","CIGAR BINDER SOUTHERN WISCONSIN (TYPE 54)","TOTAL","$ / LB","TOBACCO",0.751
"132","","NATIONAL",1975,"TOBACCO, CIGAR BINDER SOUTHERN WISCONSIN (TYPE 54) ","YIELD, MEASURED IN LB / ACRE","CIGAR BINDER SOUTHERN WISCONSIN (TYPE 54)","TOTAL","LB / ACRE","TOBACCO",1945
"133","","NATIONAL",1975,"TOBACCO, CIGAR BINDER WISCONSIN (CLASS 5B) ","ACRES HARVESTED","CIGAR BINDER WISCONSIN (CLASS 5B)","TOTAL","ACRES","TOBACCO",11000
"134","","NATIONAL",1975,"TOBACCO, CIGAR BINDER WISCONSIN (CLASS 5B) ","PRICE RECEIVED, MEASURED IN $ / LB","CIGAR BINDER WISCONSIN (CLASS 5B)","TOTAL","$ / LB","TOBACCO",0.751
"135","","NATIONAL",1975,"TOBACCO, CIGAR BINDER WISCONSIN (CLASS 5B) ","YIELD, MEASURED IN LB / ACRE","CIGAR BINDER WISCONSIN (CLASS 5B)","TOTAL","LB / ACRE","TOBACCO",1891
"136","","NATIONAL",1975,"TOBACCO, CIGAR FILLER (CLASS 4) ","ACRES HARVESTED","CIGAR FILLER (CLASS 4)","TOTAL","ACRES","TOBACCO",14100
"137","","NATIONAL",1975,"TOBACCO, CIGAR FILLER (CLASS 4) ","PRICE RECEIVED, MEASURED IN $ / LB","CIGAR FILLER (CLASS 4)","TOTAL","$ / LB","TOBACCO",0.583
"138","","NATIONAL",1975,"TOBACCO, CIGAR FILLER (CLASS 4) ","YIELD, MEASURED IN LB / ACRE","CIGAR FILLER (CLASS 4)","TOTAL","LB / ACRE","TOBACCO",1646
"139","","NATIONAL",1975,"TOBACCO, CIGAR FILLER OHIO-MIAMI VALLEY (TYPE 42-44 ","ACRES HARVESTED","CIGAR FILLER OHIO-MIAMI VALLEY (TYPE 42-44","TOTAL","ACRES","TOBACCO",2100
"140","","NATIONAL",1975,"TOBACCO, CIGAR FILLER OHIO-MIAMI VALLEY (TYPE 42-44 ","PRICE RECEIVED, MEASURED IN $ / LB","CIGAR FILLER OHIO-MIAMI VALLEY (TYPE 42-44","TOTAL","$ / LB","TOBACCO",0.6
